room_number,building,capacity,features
308,SWNG,30,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
309,SWNG,48,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
310,DMP,160,"NRES, ILS, General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, DMP, Moveable Chairs, WOOD, VANT, URSY, UFOR, SOIL, PLNT, PHRM, PHAR, NAME, MTRL, MINE, MEDG, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FCOR, ENVE, ELEC, EECE, CPSC, CPEN, CONS, CIVL, CHBE, CEEN, BMEG, BEST, ASL, AQUA, APSC, APPP, APBI, AANB, Rows, Room PC"
310,LSK,54,"General Teaching Space, Tables - Any, Chalkboard, Projector/Large Screen, LSK, Tables - Moveable, Moveable Chairs, Rows"
310,SWNG,30,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
317,FORW,50,"General Teaching Space, Tables - Any, Chalkboard, FORW, Projector/Large Screen, Tables - Moveable, Moveable Chairs, SPE, WOOD, VANT, URSY, UFOR, STAT, SPPH, SPHA, SOIL, RES, PLNT, NAME, MTRL, MRNE, MINE, MICB, MECH, MANU, LWS, LING, LFS, LARC, INDS, IGEN, HUNU, HPB, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FIPR, FCOR, EPSE, EOSC, ENVR, ENVE, ELEC, EECE, EDUC, EDCP, ECPS, DSCI, DES, CPSC, CPEN, CONS, COLX, CNPS, CIVL, CAPS, BIOL, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, ANAT, AANB, Rows"
320,FNH,27,"General Teaching Space, FNH, Projector/Large Screen, Whiteboard, Document Camera, STAT, SPPH, SPHA, SOIL, RHSC, RES, PLNT, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MTRL, MRNE, MINE, MIDW, MICB, MECH, MANU, LWS, LFS, LARC, KIN, IWME, INDS, IGEN, HUNU, HPB, GSAT, GRS, GBPR, FSCT, FRE, FOOD, FNH, FISH, EPSE, EOSC, ENVR, ENVE, ELEC, EECE, EDUC, EDCP, ECPS, DSCI, DHYG, DES, DENT, CPEN, COLX, CNPS, CIVL, CHEM, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, ATSC, AQUA, APSC, APPP, APBI, ANAT, AANB, Rows, Moveable Chairs - Tablet Arms"
3208,PHRM,76,"General Teaching Space, Tables - Any, PHRM, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, WOOD, UFOR, PHRM, PHAR, MEDG, IWME, HGSE, GEM, GBPR, FRST, FOPR, FOPE, FCOR, EDCP, CONS, CHBE, CEEN, BMEG, BEST, Rows"
332,ANGU,16,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Tables - Moveable, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Seminar, Room PC"
334,ANGU,60,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
335,ANGU,44,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
339,ANGU,20,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Tables - Moveable, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Groups, Room PC"
343,ANGU,68,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
345,ANGU,68,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
347,ANGU,70,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
350,ANGU,58,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
354,ANGU,44,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
358,MCML,24,"General Teaching Space, Tables - Any, Dual Content Capable, Projector/Large Screen, Whiteboard, MCML, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Seminar"
360,MCML,172,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Document Cameras x 2, Projector/Large Screen, Whiteboard, Document Camera, MCML, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ASL, AQUA, APSC, APPP, APBI, AANB, Rows, Room PC"
4,IRC,120,"IRC, General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, SPPH, SPHA, RHSC, RES, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MRNE, MIDW, MICB, MEDG, MECH, MANU, KIN, IWME, HUNU, HPB, GSAT, GBPR, FSCT, FOOD, FNH, FISH, ENVE, DHYG, DES, DENT, CIVL, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, APSC, APPP, ANAT, Rows, Room PC"
40,FNH,54,"General Teaching Space, FNH, Projector/Large Screen, Whiteboard, Document Camera, STAT, SPPH, SPHA, SOIL, RHSC, RES, PLNT, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MTRL, MRNE, MINE, MIDW, MICB, MECH, MANU, LWS, LFS, LARC, KIN, IWME, INDS, IGEN, HUNU, HPB, GSAT, GRS, GBPR, FSCT, FRE, FOOD, FNH, FISH, EPSE, EOSC, ENVR, ENVE, ELEC, EECE, EDUC, EDCP, ECPS, DSCI, DHYG, DES, DENT, CPEN, COLX, CNPS, CIVL, CHEM, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, ATSC, AQUA, APSC, APPP, APBI, ANAT, AANB, Rows, Moveable Chairs - Tablet Arms"
4002,ORCH,25,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Groups, Room PC"
4004,ORCH,25,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Groups, Room PC"
4016,ORCH,25,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Groups, Room PC"
4018,ORCH,48,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Groups, Room PC"
405,SWNG,48,"General Teaching Space, Tables - Any, Chalkboard, SWNG, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
4052,ORCH,24,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Rows, Room PC"
4058,ORCH,26,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Rows, Room PC"
406,SWNG,30,"General Teaching Space, Tables - Any, Chalkboard, SWNG, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
4062,ORCH,16,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Seminar, Room PC"
4068,ORCH,16,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Seminar, Room PC"
407,SWNG,48,"General Teaching Space, Tables - Any, Chalkboard, SWNG, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
4072,ORCH,16,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Rows, Room PC"
4074,ORCH,72,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, Learn Lab, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Groups, Room PC"
408,SWNG,30,"General Teaching Space, Tables - Any, Chalkboard, SWNG, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
409,SWNG,48,"General Teaching Space, Tables - Any, Chalkboard, SWNG, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
410,SWNG,30,"General Teaching Space, Tables - Any, Chalkboard, SWNG, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
4160,GWHB,32,"GWHB, Tables - Any, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
4230,GWHB,20,"GWHB, Tables - Any, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Seminar"
4290,GWHB,40,"GWHB, Tables - Any, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Video Conferencing, Moveable Chairs, Rows, Room PC"
432,ANGU,16,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Tables - Moveable, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Seminar, Room PC"
434,ANGU,44,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
435,ANGU,48,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Tables - Moveable, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Rows, Room PC"
437,ANGU,30,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Tables - Moveable, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Rows, Room PC"
460,IBLC,16,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, IBLC, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Seminar, UDES"
460,LSK,75,"ENST, General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Document Cameras x 2, Projector/Large Screen, LSK, Document Camera, Tables - Moveable, Moveable Chairs, JRNL, VISA, URST, SOWK, PLAN, PHYS, MUSC, MATH, LLED, ISCI, INDS, GEOS, GEOG, FIPR, EPSE, ENPH, EDUC, EDST, EDCP, ECPS, ECED, CNPS, CHEM, CCST, ASTR, ARTH, ARCH, ADHE, Rows, Room PC, UDES"
461,IBLC,25,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, IBLC, Projector/Large Screen, Whiteboard, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Moveable Chairs - Tablet Arms, UDES"
462,LSK,42,"ENST, General Teaching Space, Tables - Any, Chalkboard, Projector/Large Screen, LSK, Document Camera, Tables - Moveable, Moveable Chairs, JRNL, VISA, URST, SOWK, PLAN, PHYS, MUSC, MATH, LLED, ISCI, INDS, GEOS, GEOG, FIPR, EPSE, ENPH, EDUC, EDST, EDCP, ECPS, ECED, CNPS, CHEM, CCST, ASTR, ARTH, ARCH, ADHE, Groups, UDES"
5,IRC,120,"IRC, General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, SPPH, SPHA, RHSC, RES, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MRNE, MIDW, MICB, MEDG, MECH, MANU, KIN, IWME, HUNU, HPB, GSAT, GBPR, FSCT, FOOD, FNH, FISH, ENVE, DHYG, DES, DENT, CIVL, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, APSC, APPP, ANAT, Rows, Room PC"
50,FNH,43,"General Teaching Space, FNH, Projector/Large Screen, Whiteboard, Document Camera, STAT, SPPH, SPHA, SOIL, RHSC, RES, PLNT, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MTRL, MRNE, MINE, MIDW, MICB, MECH, MANU, LWS, LFS, LARC, KIN, IWME, INDS, IGEN, HUNU, HPB, GSAT, GRS, GBPR, FSCT, FRE, FOOD, FNH, FISH, EPSE, EOSC, ENVR, ENVE, ELEC, EECE, EDUC, EDCP, ECPS, DSCI, DHYG, DES, DENT, CPEN, COLX, CNPS, CIVL, CHEM, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, ATSC, AQUA, APSC, APPP, APBI, ANAT, AANB, Rows, Moveable Chairs - Tablet Arms"
5180,GWHB,30,"GWHB, Tables - Any, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
519,FORW,34,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, FORW, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, SPE, WOOD, VANT, URSY, UFOR, STAT, SPPH, SPHA, SOIL, RES, PLNT, NAME, MTRL, MRNE, MINE, MICB, MECH, MANU, LWS, LING, LFS, LARC, INDS, IGEN, HUNU, HPB, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FIPR, FCOR, EPSE, EOSC, ENVR, ENVE, ELEC, EECE, EDUC, EDCP, ECPS, DSCI, DES, CPSC, CPEN, CONS, COLX, CNPS, CIVL, CAPS, BIOL, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, ANAT, AANB, Rows, Room PC"
5C,LASR,20,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, Chalkboard, Projector/Large Screen, Whiteboard, Tables - Moveable, LASR, Moveable Chairs, JRNL, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENGL, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Seminar, UDES"
6,IRC,181,"IRC, General Teaching Space, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Document Cameras x 2, Projector/Large Screen, Whiteboard, Document Camera, SPPH, SPHA, RHSC, RES, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MRNE, MIDW, MICB, MEDG, MECH, MANU, KIN, IWME, HUNU, HPB, GSAT, GBPR, FSCT, FOOD, FNH, FISH, ENVE, DHYG, DES, DENT, CIVL, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, APSC, APPP, ANAT, Rows, Room PC"
60,FNH,99,"General Teaching Space, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Document Cameras x 2, FNH, Projector/Large Screen, Whiteboard, Document Camera, STAT, SPPH, SPHA, SOIL, RHSC, RES, PLNT, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MTRL, MRNE, MINE, MIDW, MICB, MECH, MANU, LWS, LFS, LARC, KIN, IWME, INDS, IGEN, HUNU, HPB, GSAT, GRS, GBPR, FSCT, FRE, FOOD, FNH, FISH, EPSE, EOSC, ENVR, ENVE, ELEC, EECE, EDUC, EDCP, ECPS, DSCI, DHYG, DES, DENT, CPEN, COLX, CNPS, CIVL, CHEM, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, ATSC, AQUA, APSC, APPP, APBI, ANAT, AANB, Rows, Room PC"
633,IONA,50,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, IONA, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, ECON, COEC, Rows, Room PC"
A101,BUCH,275,"NEPL, JWST, SWAH, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, IEST, ASIX, GMST, YDSH, General Teaching Space, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Document Cameras x 2, Projector/Large Screen, Document Camera, BUCH, MES, JRNL, WRDS, VISA, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Room PC, GERN, UDES"
